                        ********************************
*     UNIVERSITY OF BOLO********************************




                        PROGRAM RICHARDS
                        ****************


  INFILTRATION IN HOMOGENEOUS COLUMN OF SAND                                    
        43    1   84.00        -9.984325E+01        7.905272E-02
        44    1   86.00        -9.996082E+01        7.903424E-02
        45    1   88.00        -9.999023E+01        7.902963E-02
        46    1   90.00        -9.999757E+01        7.902848E-02
        47    1   92.00        -9.999939E+01        7.902819E-02
        48    1   94.00        -9.999985E+01        7.902812E-02
        49    1   96.00        -9.999996E+01        7.902811E-02
        50    1   98.00        -9.999999E+01        7.902810E-02
        51    1  100.00        -1.000000E+02        7.902810E-02
        52    1  102.00        -1.000000E+02        7.902810E-02
        53    1  104.00        -1.000000E+02        7.902810E-02
        54    1  106.00        -1.000000E+02        7.902810E-02
        55    1  108.00        -1.000000E+02        7.902810E-02
        56    1  110.00        -1.000000E+02        7.902810E-02
        57    1  112.00        -1.000000E+02        7.902810E-02
        58    1  114.00        -1.000000E+02        7.902810E-02
        59    1  116.00        -1.000000E+02        7.902810E-02
        60    1  118.00        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     3.000E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1964E-03   CUM. WATER ENTERED:        1.3870E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.1016E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.3724E+01
 WATER BALANCE ERROR %:  -1.1998E-07   NUMBER OF TIME STEPS :         651


       NODE  IMAT    Z               H                   T

         1    1    0.00        -2.000000E+01        2.698348E-01
         2    1    2.00        -2.000029E+01        2.698339E-01
         3    1    4.00        -2.000067E+01        2.698327E-01
         4    1    6.00        -2.000116E+01        2.698311E-01
         5    1    8.00        -2.000179E+01        2.698292E-01
         6    1   10.00        -2.000259E+01        2.698267E-01
         7    1   12.00        -2.000361E+01        2.698235E-01
         8    1   14.00        -2.000490E+01        2.698194E-01
         9    1   16.00        -2.000655E+01        2.698143E-01
        10    1   18.00        -2.000864E+01        2.698078E-01
        11    1   20.00        -2.001129E+01        2.697995E-01
        12    1   22.00        -2.001464E+01        2.697890E-01
        13    1   24.00        -2.001889E+01        2.697757E-01
        14    1   26.00        -2.002426E+01        2.697589E-01
        15    1   28.00        -2.003105E+01        2.697376E-01
        16    1   30.00        -2.003963E+01        2.697107E-01
        17    1   32.00        -2.005048E+01        2.696766E-01
        18    1   34.00        -2.006420E+01        2.696335E-01
        19    1   36.00        -2.008156E+01        2.695788E-01
        20    1   38.00        -2.010352E+01        2.695095E-01
        21    1   40.00        -2.013134E+01        2.694214E-01
        22    1   42.00        -2.016660E+01        2.693094E-01
        23    1   44.00        -2.021135E+01        2.691665E-01
        24    1   46.00        -2.026824E+01        2.689839E-01
        25    1   48.00        -2.034071E+01        2.687495E-01
        26    1   50.00        -2.043327E+01        2.684474E-01
        27    1   52.00        -2.055194E+01        2.680555E-01
        28    1   54.00        -2.070476E+01        2.675432E-01
        29    1   56.00        -2.090274E+01        2.668670E-01
        30    1   58.00        -2.116123E+01        2.659625E-01
        31    1   60.00        -2.150228E+01        2.647319E-01
        32    1   62.00        -2.195851E+01        2.630197E-01
        33    1   64.00        -2.258049E+01        2.605647E-01
        34    1   66.00        -2.345090E+01        2.568999E-01
        35    1   68.00        -2.471476E+01        2.511222E-01
        36    1   70.00        -2.664879E+01        2.413360E-01
        37    1   72.00        -2.982825E+01        2.233582E-01
        38    1   74.00        -3.545481E+01        1.895705E-01
        39    1   76.00        -4.522465E+01        1.406466E-01
        40    1   78.00        -5.961305E+01        1.026883E-01
        41    1   80.00        -7.660117E+01        8.617728E-02
        42    1   82.00        -9.048033E+01        8.093134E-02
        43    1   84.00        -9.712911E+01        7.951013E-02
        44    1   86.00        -9.924105E+01        7.914906E-02
        45    1   88.00        -9.980725E+01        7.905840E-02
        46    1   90.00        -9.995160E+01        7.903568E-02
        47    1   92.00        -9.998789E+01        7.902999E-02
        48    1   94.00        -9.999698E+01        7.902857E-02
        49    1   96.00        -9.999925E+01        7.902822E-02
        50    1   98.00        -9.999981E+01        7.902813E-02
        51    1  100.00        -9.999995E+01        7.902811E-02
        52    1  102.00        -9.999999E+01        7.902810E-02
        53    1  104.00        -1.000000E+02        7.902810E-02
        54    1  106.00        -1.000000E+02        7.902810E-02
        55    1  108.00        -1.000000E+02        7.902810E-02
        56    1  110.00        -1.000000E+02        7.902810E-02
        57    1  112.00        -1.000000E+02        7.902810E-02
        58    1  114.00        -1.000000E+02        7.902810E-02
        59    1  116.00        -1.000000E+02        7.902810E-02
        60    1  118.00        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     3.202E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1962E-03   CUM. WATER ENTERED:        1.4714E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.1755E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.4568E+01
 WATER BALANCE ERROR %:  -1.1317E-07   NUMBER OF TIME STEPS :         680


       NODE  IMAT    Z               H                   T

         1    1    0.00        -2.000000E+01        2.698348E-01
         2    1    2.00        -2.000018E+01        2.698342E-01
         3    1    4.00        -2.000040E+01        2.698335E-01
         4    1    6.00        -2.000069E+01        2.698326E-01
         5    1    8.00        -2.000107E+01        2.698314E-01
         6    1   10.00        -2.000155E+01        2.698299E-01
         7    1   12.00        -2.000216E+01        2.698280E-01
         8    1   14.00        -2.000293E+01        2.698256E-01
         9    1   16.00        -2.000392E+01        2.698225E-01
        10    1   18.00        -2.000517E+01        2.698186E-01
        11    1   20.00        -2.000675E+01        2.698137E-01
        12    1   22.00        -2.000876E+01        2.698074E-01
        13    1   24.00        -2.001130E+01        2.697995E-01
        14    1   26.00        -2.001451E+01        2.697894E-01
        15    1   28.00        -2.001856E+01        2.697767E-01
        16    1   30.00        -2.002369E+01        2.697607E-01
        17    1   32.00        -2.003016E+01        2.697404E-01
        18    1   34.00        -2.003834E+01        2.697147E-01
        19    1   36.00        -2.004868E+01        2.696823E-01
        20    1   38.00        -2.006174E+01        2.696412E-01
        21    1   40.00        -2.007826E+01        2.695892E-01
        22    1   42.00        -2.009915E+01        2.695233E-01
        23    1   44.00        -2.012560E+01        2.694396E-01
        24    1   46.00        -2.015911E+01        2.693332E-01
        25    1   48.00        -2.020162E+01        2.691976E-01
        26    1   50.00        -2.025563E+01        2.690244E-01
        27    1   52.00        -2.032440E+01        2.688024E-01
        28    1   54.00        -2.041218E+01        2.685165E-01
        29    1   56.00        -2.052461E+01        2.681462E-01
        30    1   58.00        -2.066923E+01        2.676631E-01
        31    1   60.00        -2.085633E+01        2.670268E-01
        32    1   62.00        -2.110017E+01        2.661783E-01
        33    1   64.00        -2.142110E+01        2.650287E-01
        34    1   66.00        -2.184900E+01        2.634375E-01
        35    1   68.00        -2.242974E+01        2.611724E-01
        36    1   70.00        -2.323734E+01        2.578234E-01
        37    1   72.00        -2.439960E+01        2.526116E-01
        38    1   74.00        -2.615585E+01        2.439293E-01
        39    1   76.00        -2.899599E+01        2.282348E-01
        40    1   78.00        -3.396151E+01        1.984600E-01
        41    1   80.00        -4.275899E+01        1.511069E-01
        42    1   82.00        -5.627252E+01        1.086637E-01
        43    1   84.00        -7.311117E+01        8.830190E-02
        44    1   86.00        -8.822825E+01        8.153473E-02
        45    1   88.00        -9.629354E+01        7.966365E-02
        46    1   90.00        -9.900733E+01        7.918721E-02
        47    1   92.00        -9.974717E+01        7.906791E-02
        48    1   94.00        -9.993644E+01        7.903806E-02
        49    1   96.00        -9.998407E+01        7.903059E-02
        50    1   98.00        -9.999601E+01        7.902872E-02
        51    1  100.00        -9.999900E+01        7.902826E-02
        52    1  102.00        -9.999975E+01        7.902814E-02
        53    1  104.00        -9.999994E+01        7.902811E-02
        54    1  106.00        -9.999998E+01        7.902810E-02
        55    1  108.00        -1.000000E+02        7.902810E-02
        56    1  110.00        -1.000000E+02        7.902810E-02
        57    1  112.00        -1.000000E+02        7.902810E-02
        58    1  114.00        -1.000000E+02        7.902810E-02
        59    1  116.00        -1.000000E+02        7.902810E-02
        60    1  118.00        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     3.405E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1961E-03   CUM. WATER ENTERED:        1.5567E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.2501E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.5420E+01
 WATER BALANCE ERROR %:  -1.0700E-07   NUMBER OF TIME STEPS :         709


       NODE  IMAT    Z               H                   T

         1    1    0.00        -2.000000E+01        2.698348E-01
         2    1    2.00        -2.000010E+01        2.698344E-01
         3    1    4.00        -2.000024E+01        2.698340E-01
         4    1    6.00        -2.000041E+01        2.698335E-01
         5    1    8.00        -2.000064E+01        2.698328E-01
         6    1   10.00        -2.000092E+01        2.698319E-01
         7    1   12.00        -2.000128E+01        2.698308E-01
         8    1   14.00        -2.000175E+01        2.698293E-01
         9    1   16.00        -2.000233E+01        2.698275E-01
        10    1   18.00        -2.000308E+01        2.698252E-01
        11    1   20.00        -2.000402E+01        2.698222E-01
        12    1   22.00        -2.000522E+01        2.698185E-01
        13    1   24.00        -2.000672E+01        2.698138E-01
        14    1   26.00        -2.000863E+01        2.698078E-01
        15    1   28.00        -2.001105E+01        2.698002E-01
        16    1   30.00        -2.001409E+01        2.697907E-01
        17    1   32.00        -2.001794E+01        2.697787E-01
        18    1   34.00        -2.002280E+01        2.697634E-01
        19    1   36.00        -2.002894E+01        2.697442E-01
        20    1   38.00        -2.003670E+01        2.697199E-01
        21    1   40.00        -2.004649E+01        2.696892E-01
        22    1   42.00        -2.005886E+01        2.696503E-01
        23    1   44.00        -2.007450E+01        2.696011E-01
        24    1   46.00        -2.009428E+01        2.695387E-01
        25    1   48.00        -2.011930E+01        2.694595E-01
        26    1   50.00        -2.015100E+01        2.693590E-01
        27    1   52.00        -2.019120E+01        2.692309E-01
        28    1   54.00        -2.024225E+01        2.690674E-01
        29    1   56.00        -2.030721E+01        2.688581E-01
        30    1   58.00        -2.039008E+01        2.685887E-01
        31    1   60.00        -2.049612E+01        2.682405E-01
        32    1   62.00        -2.063238E+01        2.677869E-01
        33    1   64.00        -2.080841E+01        2.671910E-01
        34    1   66.00        -2.103739E+01        2.663988E-01
        35    1   68.00        -2.133801E+01        2.653299E-01
        36    1   70.00        -2.173750E+01        2.638585E-01
        37    1   72.00        -2.227721E+01        2.617791E-01
        38    1   74.00        -2.302302E+01        2.587345E-01
        39    1   76.00        -2.408674E+01        2.540587E-01
        40    1   78.00        -2.567365E+01        2.464030E-01
        41    1   80.00        -2.819560E+01        2.328250E-01
        42    1   82.00        -3.253013E+01        2.071101E-01
        43    1   84.00        -4.028366E+01        1.629673E-01
        44    1   86.00        -5.271034E+01        1.166589E-01
        45    1   88.00        -6.906532E+01        9.140526E-02
        46    1   90.00        -8.523555E+01        8.245796E-02
        47    1   92.00        -9.505648E+01        7.990300E-02
        48    1   94.00        -9.864834E+01        7.924667E-02
        49    1   96.00        -9.965460E+01        7.908260E-02
        50    1   98.00        -9.991328E+01        7.904170E-02
        51    1  100.00        -9.997831E+01        7.903149E-02
        52    1  102.00        -9.999458E+01        7.902895E-02
        53    1  104.00        -9.999864E+01        7.902831E-02
        54    1  106.00        -9.999966E+01        7.902815E-02
        55    1  108.00        -9.999992E+01        7.902811E-02
        56    1  110.00        -9.999998E+01        7.902810E-02
        57    1  112.00        -9.999999E+01        7.902810E-02
        58    1  114.00        -1.000000E+02        7.902810E-02
        59    1  116.00        -1.000000E+02        7.902810E-02
        60    1  118.00        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     3.601E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1960E-03   CUM. WATER ENTERED:        1.6391E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.3221E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.6242E+01
 WATER BALANCE ERROR %:  -1.0166E-07   NUMBER OF TIME STEPS :         732


       NODE  IMAT    Z               H                   T

         1    1    0.00        -2.000000E+01        2.698348E-01
         2    1    2.00        -2.000006E+01        2.698346E-01
         3    1    4.00        -2.000015E+01        2.698343E-01
         4    1    6.00        -2.000025E+01        2.698340E-01
         5    1    8.00        -2.000039E+01        2.698336E-01
         6    1   10.00        -2.000056E+01        2.698330E-01
         7    1   12.00        -2.000078E+01        2.698323E-01
         8    1   14.00        -2.000106E+01        2.698315E-01
         9    1   16.00        -2.000142E+01        2.698303E-01
        10    1   18.00        -2.000187E+01        2.698289E-01
        11    1   20.00        -2.000244E+01        2.698271E-01
        12    1   22.00        -2.000317E+01        2.698249E-01
        13    1   24.00        -2.000408E+01        2.698220E-01
        14    1   26.00        -2.000524E+01        2.698184E-01
        15    1   28.00        -2.000671E+01        2.698138E-01
        16    1   30.00        -2.000856E+01        2.698080E-01
        17    1   32.00        -2.001089E+01        2.698007E-01
        18    1   34.00        -2.001384E+01        2.697915E-01
        19    1   36.00        -2.001756E+01        2.697799E-01
        20    1   38.00        -2.002226E+01        2.697651E-01
        21    1   40.00        -2.002820E+01        2.697465E-01
        22    1   42.00        -2.003569E+01        2.697231E-01
        23    1   44.00        -2.004515E+01        2.696934E-01
        24    1   46.00        -2.005711E+01        2.696558E-01
        25    1   48.00        -2.007221E+01        2.696083E-01
        26    1   50.00        -2.009131E+01        2.695480E-01
        27    1   52.00        -2.011548E+01        2.694717E-01
        28    1   54.00        -2.014608E+01        2.693746E-01
        29    1   56.00        -2.018487E+01        2.692511E-01
        30    1   58.00        -2.023412E+01        2.690935E-01
        31    1   60.00        -2.029677E+01        2.688918E-01
        32    1   62.00        -2.037665E+01        2.686326E-01
        33    1   64.00        -2.047881E+01        2.682976E-01
        34    1   66.00        -2.060998E+01        2.678619E-01
        35    1   68.00        -2.077926E+01        2.672904E-01
        36    1   70.00        -2.099918E+01        2.665324E-01
        37    1   72.00        -2.128741E+01        2.655121E-01
        38    1   74.00        -2.166960E+01        2.641127E-01
        39    1   76.00        -2.218435E+01        2.621443E-01
        40    1   78.00        -2.289271E+01        2.592805E-01
        41    1   80.00        -2.389710E+01        2.549202E-01
        42    1   82.00        -2.538300E+01        2.478623E-01
        43    1   84.00        -2.771739E+01        2.355116E-01
        44    1   86.00        -3.168007E+01        2.122590E-01
        45    1   88.00        -3.878340E+01        1.707877E-01
        46    1   90.00        -5.047309E+01        1.227083E-01
        47    1   92.00        -6.635538E+01        9.397094E-02
        48    1   94.00        -8.295844E+01        8.326922E-02
        49    1   96.00        -9.398025E+01        8.012367E-02
        50    1   98.00        -9.831196E+01        7.930332E-02
        51    1  100.00        -9.956463E+01        7.909695E-02
        52    1  102.00        -9.989035E+01        7.904530E-02
        53    1  104.00        -9.997256E+01        7.903240E-02
        54    1  106.00        -9.999315E+01        7.902917E-02
        55    1  108.00        -9.999829E+01        7.902837E-02
        56    1  110.00        -9.999957E+01        7.902817E-02
        57    1  112.00        -9.999989E+01        7.902812E-02
        58    1  114.00        -9.999997E+01        7.902810E-02
        59    1  116.00        -9.999999E+01        7.902810E-02
        60    1  118.00        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     3.807E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1960E-03   CUM. WATER ENTERED:        1.7256E+01
 WATER OUT IN THE STEP:   3.6718E-06   CUM. WATER OUT:            1.3978E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.7107E+01
 WATER BALANCE ERROR %:  -9.6577E-08   NUMBER OF TIME STEPS :         761


       NODE  IMAT    Z               H                   T

         1    1    0.00        -2.000000E+01        2.698348E-01
         2    1    2.00        -2.000004E+01        2.698347E-01
         3    1    4.00        -2.000009E+01        2.698345E-01
         4    1    6.00        -2.000015E+01        2.698343E-01
         5    1    8.00        -2.000023E+01        2.698341E-01
         6    1   10.00        -2.000033E+01        2.698337E-01
         7    1   12.00        -2.000046E+01        2.698333E-01
         8    1   14.00        -2.000063E+01        2.698328E-01
         9    1   16.00        -2.000084E+01        2.698321E-01
        10    1   18.00        -2.000111E+01        2.698313E-01
        11    1   20.00        -2.000144E+01        2.698303E-01
        12    1   22.00        -2.000187E+01        2.698289E-01
        13    1   24.00        -2.000242E+01        2.698272E-01
        14    1   26.00        -2.000310E+01        2.698251E-01
        15    1   28.00        -2.000397E+01        2.698224E-01
        16    1   30.00        -2.000506E+01        2.698190E-01
        17    1   32.00        -2.000644E+01        2.698146E-01
        18    1   34.00        -2.000818E+01        2.698092E-01
        19    1   36.00        -2.001038E+01        2.698023E-01
        20    1   38.00        -2.001316E+01        2.697936E-01
        21    1   40.00        -2.001666E+01        2.697827E-01
        22    1   42.00        -2.002109E+01        2.697688E-01
        23    1   44.00        -2.002667E+01        2.697513E-01
        24    1   46.00        -2.003371E+01        2.697293E-01
        25    1   48.00        -2.004261E+01        2.697014E-01
        26    1   50.00        -2.005384E+01        2.696661E-01
        27    1   52.00        -2.006803E+01        2.696214E-01
        28    1   54.00        -2.008597E+01        2.695649E-01
        29    1   56.00        -2.010865E+01        2.694932E-01
        30    1   58.00        -2.013737E+01        2.694023E-01
        31    1   60.00        -2.017377E+01        2.692865E-01
        32    1   62.00        -2.021996E+01        2.691389E-01
        33    1   64.00        -2.027868E+01        2.689502E-01
        34    1   66.00        -2.035349E+01        2.687080E-01
        35    1   68.00        -2.044908E+01        2.683955E-01
        36    1   70.00        -2.057168E+01        2.679898E-01
        37    1   72.00        -2.072966E+01        2.674590E-01
        38    1   74.00        -2.093453E+01        2.667570E-01
        39    1   76.00        -2.120235E+01        2.658163E-01
        40    1   78.00        -2.155629E+01        2.645331E-01
        41    1   80.00        -2.203084E+01        2.627413E-01
        42    1   82.00        -2.267982E+01        2.601599E-01
        43    1   84.00        -2.359197E+01        2.562812E-01
        44    1   86.00        -2.492465E+01        2.501129E-01
        45    1   88.00        -2.698189E+01        2.395489E-01
        46    1   90.00        -3.040140E+01        2.199519E-01
        47    1   92.00        -3.649099E+01        1.835428E-01
        48    1   94.00        -4.690048E+01        1.343017E-01
        49    1   96.00        -6.184898E+01        9.936332E-02
        50    1   98.00        -7.886890E+01        8.501537E-02
        51    1  100.00        -9.185555E+01        8.059648E-02
        52    1  102.00        -9.762386E+01        7.942216E-02
        53    1  104.00        -9.938047E+01        7.912651E-02
        54    1  106.00        -9.984357E+01        7.905267E-02
        55    1  108.00        -9.996082E+01        7.903424E-02
        56    1  110.00        -9.999021E+01        7.902963E-02
        57    1  112.00        -9.999755E+01        7.902848E-02
        58    1  114.00        -9.999939E+01        7.902819E-02
        59    1  116.00        -9.999986E+01        7.902812E-02
        60    1  118.00        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     4.004E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1959E-03   CUM. WATER ENTERED:        1.8080E+01
 WATER OUT IN THE STEP:   3.6771E-06   CUM. WATER OUT:            1.4700E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.7930E+01
 WATER BALANCE ERROR %:  -9.2186E-08   NUMBER OF TIME STEPS :         781


       NODE  IMAT    Z               H                   T

         1    1    0.00        -2.000000E+01        2.698348E-01
         2    1    2.00        -2.000002E+01        2.698347E-01
         3    1    4.00        -2.000005E+01        2.698346E-01
         4    1    6.00        -2.000009E+01        2.698345E-01
         5    1    8.00        -2.000014E+01        2.698343E-01
         6    1   10.00        -2.000020E+01        2.698341E-01
         7    1   12.00        -2.000028E+01        2.698339E-01
         8    1   14.00        -2.000038E+01        2.698336E-01
         9    1   16.00        -2.000051E+01        2.698332E-01
        10    1   18.00        -2.000067E+01        2.698327E-01
        11    1   20.00        -2.000088E+01        2.698320E-01
        12    1   22.00        -2.000114E+01        2.698312E-01
        13    1   24.00        -2.000147E+01        2.698302E-01
        14    1   26.00        -2.000188E+01        2.698289E-01
        15    1   28.00        -2.000241E+01        2.698272E-01
        16    1   30.00        -2.000307E+01        2.698252E-01
        17    1   32.00        -2.000391E+01        2.698226E-01
        18    1   34.00        -2.000497E+01        2.698192E-01
        19    1   36.00        -2.000630E+01        2.698151E-01
        20    1   38.00        -2.000799E+01        2.698098E-01
        21    1   40.00        -2.001011E+01        2.698032E-01
        22    1   42.00        -2.001280E+01        2.697948E-01
        23    1   44.00        -2.001618E+01        2.697842E-01
        24    1   46.00        -2.002045E+01        2.697708E-01
        25    1   48.00        -2.002584E+01        2.697539E-01
        26    1   50.00        -2.003265E+01        2.697326E-01
        27    1   52.00        -2.004123E+01        2.697057E-01
        28    1   54.00        -2.005208E+01        2.696716E-01
        29    1   56.00        -2.006578E+01        2.696285E-01
        30    1   58.00        -2.008309E+01        2.695740E-01
        31    1   60.00        -2.010499E+01        2.695048E-01
        32    1   62.00        -2.013270E+01        2.694171E-01
        33    1   64.00        -2.016781E+01        2.693055E-01
        34    1   66.00        -2.021236E+01        2.691633E-01
        35    1   68.00        -2.026898E+01        2.689815E-01
        36    1   70.00        -2.034108E+01        2.687483E-01
        37    1   72.00        -2.043317E+01        2.684477E-01
        38    1   74.00        -2.055118E+01        2.680580E-01
        39    1   76.00        -2.070314E+01        2.675487E-01
        40    1   78.00        -2.089996E+01        2.668766E-01
        41    1   80.00        -2.115688E+01        2.659779E-01
        42    1   82.00        -2.149575E+01        2.647558E-01
        43    1   84.00        -2.194891E+01        2.630565E-01
        44    1   86.00        -2.256640E+01        2.606219E-01
        45    1   88.00        -2.342994E+01        2.569912E-01
        46    1   90.00        -2.468262E+01        2.512755E-01
        47    1   92.00        -2.659692E+01        2.416118E-01
        48    1   94.00        -2.973809E+01        2.238909E-01
        49    1   96.00        -3.528769E+01        1.905548E-01
        50    1   98.00        -4.493896E+01        1.417893E-01
        51    1  100.00        -5.921760E+01        1.033290E-01
        52    1  102.00        -7.619298E+01        8.640344E-02
        53    1  104.00        -9.022933E+01        8.099510E-02
        54    1  106.00        -9.704028E+01        7.952615E-02
        55    1  108.00        -9.921699E+01        7.915297E-02
        56    1  110.00        -9.980123E+01        7.905935E-02
        57    1  112.00        -9.995012E+01        7.903591E-02
        58    1  114.00        -9.998756E+01        7.903005E-02
        59    1  116.00        -9.999706E+01        7.902856E-02
        60    1  118.00        -1.000000E+02        7.902810E-02
