                        ********************************
*     UNIVERSITY OF BOLO********************************




                        PROGRAM RICHARDS
                        ****************


  INFILTRATION IN HOMOGENEOUS COLUMN OF SAND                                    



    NUMBER OF NODES                 (NNODE)...: 60
    NUMBER OF SOIL MATERIALS        (NMAT)....:  4
    NUMBER OF LAYERS (NLAY)....:  1
    KODE   OF SOLUTION METHOD (KODE)....:  4
    KODE   FOR RESTART READING      (KREST)...:  0
    KODE   FOR BOUNDARY CONDITIONS  (KBOUN)...:  0
    KODE FOR COMP.INTEBLOCK COND.   (KBLOCK)..:  4


                             SOIL PARAMETERS
                             ***************

    IM   KS(IM)     PA(IM)   ALFA(IM)  BETA(IM)  GAMMA(IM) TETAS(IM) TETAR(IM)
         3    1    4.50        -2.000196E+01        2.698286E-01
         4    1    6.50        -2.000333E+01        2.698244E-01
         5    1    8.50        -2.000503E+01        2.698190E-01
         6    1   10.50        -2.000715E+01        2.698124E-01
         7    1   12.50        -2.000978E+01        2.698042E-01
         8    1   14.50        -2.001304E+01        2.697940E-01
         9    1   16.50        -2.001706E+01        2.697814E-01
        10    1   18.50        -2.002204E+01        2.697658E-01
        11    1   20.50        -2.002818E+01        2.697466E-01
        12    1   22.50        -2.003575E+01        2.697229E-01
        13    1   24.50        -2.004507E+01        2.696936E-01
        14    1   26.50        -2.005657E+01        2.696575E-01
        15    1   28.50        -2.007072E+01        2.696130E-01
        16    1   30.50        -2.008815E+01        2.695580E-01
        17    1   32.50        -2.010962E+01        2.694902E-01
        18    1   34.50        -2.013606E+01        2.694064E-01
        19    1   36.50        -2.016863E+01        2.693029E-01
        20    1   38.50        -2.020878E+01        2.691747E-01
        21    1   40.50        -2.025831E+01        2.690158E-01
        22    1   42.50        -2.031945E+01        2.688184E-01
        23    1   44.50        -2.039504E+01        2.685726E-01
        24    1   46.50        -2.048860E+01        2.682653E-01
        25    1   48.50        -2.060464E+01        2.678798E-01
        26    1   50.50        -2.074892E+01        2.673936E-01
        27    1   52.50        -2.092883E+01        2.667768E-01
        28    1   54.50        -2.115403E+01        2.659880E-01
        29    1   56.50        -2.143728E+01        2.649697E-01
        30    1   58.50        -2.179568E+01        2.636394E-01
        31    1   60.50        -2.225264E+01        2.618760E-01
        32    1   62.50        -2.284096E+01        2.594957E-01
        33    1   64.50        -2.360796E+01        2.562107E-01
        34    1   66.50        -2.462429E+01        2.515530E-01
        35    1   68.50        -2.600009E+01        2.447354E-01
        36    1   70.50        -2.791643E+01        2.343989E-01
        37    1   72.50        -3.069136E+01        2.182168E-01
        38    1   74.50        -3.492990E+01        1.926722E-01
        39    1   76.50        -4.186206E+01        1.552490E-01
        40    1   78.50        -5.354033E+01        1.146267E-01
        41    1   80.50        -7.025303E+01        9.041200E-02
        42    1   82.50        -8.645006E+01        8.206514E-02
        43    1   84.50        -9.554850E+01        7.980603E-02
        44    1   86.50        -9.876902E+01        7.922656E-02
        45    1   88.50        -9.967895E+01        7.907873E-02
        46    1   90.50        -9.991764E+01        7.904101E-02
        47    1   92.50        -9.997897E+01        7.903139E-02
        48    1   94.50        -9.999464E+01        7.902894E-02
        49    1   96.50        -9.999863E+01        7.902831E-02
        50    1   98.50        -9.999965E+01        7.902815E-02
        51    1  100.50        -9.999991E+01        7.902811E-02
        52    1  102.50        -9.999998E+01        7.902810E-02
        53    1  104.50        -9.999999E+01        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     2.945E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1975E-03   CUM. WATER ENTERED:        1.3861E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.0812E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.3962E+01
 WATER BALANCE ERROR %:  -1.7797E+00   NUMBER OF TIME STEPS :        1096


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000075E+01        2.698324E-01
         3    1    4.50        -2.000170E+01        2.698294E-01
         4    1    6.50        -2.000289E+01        2.698257E-01
         5    1    8.50        -2.000437E+01        2.698211E-01
         6    1   10.50        -2.000621E+01        2.698154E-01
         7    1   12.50        -2.000849E+01        2.698082E-01
         8    1   14.50        -2.001132E+01        2.697994E-01
         9    1   16.50        -2.001482E+01        2.697884E-01
        10    1   18.50        -2.001914E+01        2.697749E-01
        11    1   20.50        -2.002447E+01        2.697582E-01
        12    1   22.50        -2.003104E+01        2.697376E-01
        13    1   24.50        -2.003914E+01        2.697122E-01
        14    1   26.50        -2.004911E+01        2.696809E-01
        15    1   28.50        -2.006140E+01        2.696423E-01
        16    1   30.50        -2.007652E+01        2.695947E-01
        17    1   32.50        -2.009514E+01        2.695360E-01
        18    1   34.50        -2.011806E+01        2.694635E-01
        19    1   36.50        -2.014629E+01        2.693739E-01
        20    1   38.50        -2.018108E+01        2.692632E-01
        21    1   40.50        -2.022396E+01        2.691261E-01
        22    1   42.50        -2.027686E+01        2.689561E-01
        23    1   44.50        -2.034219E+01        2.687447E-01
        24    1   46.50        -2.042297E+01        2.684812E-01
        25    1   48.50        -2.052302E+01        2.681515E-01
        26    1   50.50        -2.064720E+01        2.677372E-01
        27    1   52.50        -2.080172E+01        2.672138E-01
        28    1   54.50        -2.099461E+01        2.665483E-01
        29    1   56.50        -2.123641E+01        2.656948E-01
        30    1   58.50        -2.154106E+01        2.645893E-01
        31    1   60.50        -2.192741E+01        2.631388E-01
        32    1   62.50        -2.242142E+01        2.612057E-01
        33    1   64.50        -2.305977E+01        2.585794E-01
        34    1   66.50        -2.389593E+01        2.549255E-01
        35    1   68.50        -2.501075E+01        2.496950E-01
        36    1   70.50        -2.653222E+01        2.419549E-01
        37    1   72.50        -2.867481E+01        2.300898E-01
        38    1   74.50        -3.182393E+01        2.113886E-01
        39    1   76.50        -3.673061E+01        1.821696E-01
        40    1   78.50        -4.490778E+01        1.419151E-01
        41    1   80.50        -5.831326E+01        1.048584E-01
        42    1   82.50        -7.572779E+01        8.666796E-02
        43    1   84.50        -9.012859E+01        8.102092E-02
        44    1   86.50        -9.698451E+01        7.953624E-02
        45    1   88.50        -9.918888E+01        7.915754E-02
        46    1   90.50        -9.979020E+01        7.906110E-02
        47    1   92.50        -9.994630E+01        7.903651E-02
        48    1   94.50        -9.998629E+01        7.903025E-02
        49    1   96.50        -9.999651E+01        7.902865E-02
        50    1   98.50        -9.999911E+01        7.902824E-02
        51    1  100.50        -9.999977E+01        7.902814E-02
        52    1  102.50        -9.999994E+01        7.902811E-02
        53    1  104.50        -9.999999E+01        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     3.009E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1973E-03   CUM. WATER ENTERED:        1.4129E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.1047E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.4230E+01
 WATER BALANCE ERROR %:  -1.7459E+00   NUMBER OF TIME STEPS :        1103


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000065E+01        2.698327E-01
         3    1    4.50        -2.000148E+01        2.698302E-01
         4    1    6.50        -2.000250E+01        2.698269E-01
         5    1    8.50        -2.000379E+01        2.698229E-01
         6    1   10.50        -2.000538E+01        2.698180E-01
         7    1   12.50        -2.000736E+01        2.698118E-01
         8    1   14.50        -2.000981E+01        2.698041E-01
         9    1   16.50        -2.001284E+01        2.697946E-01
        10    1   18.50        -2.001658E+01        2.697829E-01
        11    1   20.50        -2.002119E+01        2.697685E-01
        12    1   22.50        -2.002688E+01        2.697507E-01
        13    1   24.50        -2.003390E+01        2.697287E-01
        14    1   26.50        -2.004253E+01        2.697016E-01
        15    1   28.50        -2.005317E+01        2.696682E-01
        16    1   30.50        -2.006626E+01        2.696270E-01
        17    1   32.50        -2.008237E+01        2.695762E-01
        18    1   34.50        -2.010220E+01        2.695136E-01
        19    1   36.50        -2.012662E+01        2.694363E-01
        20    1   38.50        -2.015670E+01        2.693409E-01
        21    1   40.50        -2.019375E+01        2.692228E-01
        22    1   42.50        -2.023944E+01        2.690765E-01
        23    1   44.50        -2.029581E+01        2.688949E-01
        24    1   46.50        -2.036546E+01        2.686690E-01
        25    1   48.50        -2.045162E+01        2.683871E-01
        26    1   50.50        -2.055839E+01        2.680340E-01
        27    1   52.50        -2.069101E+01        2.675897E-01
        28    1   54.50        -2.085619E+01        2.670273E-01
        29    1   56.50        -2.106264E+01        2.663103E-01
        30    1   58.50        -2.132181E+01        2.653883E-01
        31    1   60.50        -2.164897E+01        2.641896E-01
        32    1   62.50        -2.206482E+01        2.626099E-01
        33    1   64.50        -2.259814E+01        2.604930E-01
        34    1   66.50        -2.328991E+01        2.575975E-01
        35    1   68.50        -2.420047E+01        2.535363E-01
        36    1   70.50        -2.542223E+01        2.476668E-01
        37    1   72.50        -2.710371E+01        2.388887E-01
        38    1   74.50        -2.949830E+01        2.253026E-01
        39    1   76.50        -3.307107E+01        2.038335E-01
        40    1   78.50        -3.874176E+01        1.710111E-01
        41    1   80.50        -4.826021E+01        1.295901E-01
        42    1   82.50        -6.311773E+01        9.768231E-02
        43    1   84.50        -8.044079E+01        8.429550E-02
        44    1   86.50        -9.274610E+01        8.039202E-02
        45    1   88.50        -9.788824E+01        7.937603E-02
        46    1   90.50        -9.944118E+01        7.911673E-02
        47    1   92.50        -9.985618E+01        7.905068E-02
        48    1   94.50        -9.996325E+01        7.903386E-02
        49    1   96.50        -9.999062E+01        7.902957E-02
        50    1   98.50        -9.999761E+01        7.902847E-02
        51    1  100.50        -9.999939E+01        7.902819E-02
        52    1  102.50        -9.999984E+01        7.902812E-02
        53    1  104.50        -9.999996E+01        7.902811E-02
        54    1  106.50        -9.999999E+01        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     3.068E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1971E-03   CUM. WATER ENTERED:        1.4376E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.1263E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.4476E+01
 WATER BALANCE ERROR %:  -1.7159E+00   NUMBER OF TIME STEPS :        1109


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000057E+01        2.698330E-01
         3    1    4.50        -2.000129E+01        2.698307E-01
         4    1    6.50        -2.000219E+01        2.698279E-01
         5    1    8.50        -2.000332E+01        2.698244E-01
         6    1   10.50        -2.000471E+01        2.698200E-01
         7    1   12.50        -2.000645E+01        2.698146E-01
         8    1   14.50        -2.000859E+01        2.698079E-01
         9    1   16.50        -2.001125E+01        2.697996E-01
        10    1   18.50        -2.001453E+01        2.697894E-01
        11    1   20.50        -2.001857E+01        2.697767E-01
        12    1   22.50        -2.002356E+01        2.697611E-01
        13    1   24.50        -2.002970E+01        2.697418E-01
        14    1   26.50        -2.003727E+01        2.697181E-01
        15    1   28.50        -2.004658E+01        2.696889E-01
        16    1   30.50        -2.005805E+01        2.696528E-01
        17    1   32.50        -2.007216E+01        2.696084E-01
        18    1   34.50        -2.008953E+01        2.695537E-01
        19    1   36.50        -2.011090E+01        2.694861E-01
        20    1   38.50        -2.013722E+01        2.694027E-01
        21    1   40.50        -2.016964E+01        2.692997E-01
        22    1   42.50        -2.020958E+01        2.691722E-01
        23    1   44.50        -2.025885E+01        2.690141E-01
        24    1   46.50        -2.031966E+01        2.688178E-01
        25    1   48.50        -2.039482E+01        2.685733E-01
        26    1   50.50        -2.048785E+01        2.682678E-01
        27    1   52.50        -2.060323E+01        2.678845E-01
        28    1   54.50        -2.074667E+01        2.674013E-01
        29    1   56.50        -2.092553E+01        2.667882E-01
        30    1   58.50        -2.114941E+01        2.660044E-01
        31    1   60.50        -2.143098E+01        2.649927E-01
        32    1   62.50        -2.178721E+01        2.636714E-01
        33    1   64.50        -2.224135E+01        2.619205E-01
        34    1   66.50        -2.282592E+01        2.595581E-01
        35    1   68.50        -2.358777E+01        2.562998E-01
        36    1   70.50        -2.459676E+01        2.516835E-01
        37    1   72.50        -2.596158E+01        2.449337E-01
        38    1   74.50        -2.786024E+01        2.347138E-01
        39    1   76.50        -3.060369E+01        2.187421E-01
        40    1   78.50        -3.477762E+01        1.935772E-01
        41    1   80.50        -4.155184E+01        1.567232E-01
        42    1   82.50        -5.285722E+01        1.162913E-01
        43    1   84.50        -6.916043E+01        9.132296E-02
        44    1   86.50        -8.550207E+01        8.236951E-02
        45    1   88.50        -9.511983E+01        7.989038E-02
        46    1   90.50        -9.863681E+01        7.924859E-02
        47    1   92.50        -9.964352E+01        7.908436E-02
        48    1   94.50        -9.990852E+01        7.904245E-02
        49    1   96.50        -9.997664E+01        7.903176E-02
        50    1   98.50        -9.999404E+01        7.902903E-02
        51    1  100.50        -9.999848E+01        7.902834E-02
        52    1  102.50        -9.999961E+01        7.902816E-02
        53    1  104.50        -9.999990E+01        7.902812E-02
        54    1  106.50        -9.999997E+01        7.902810E-02
        55    1  108.50        -9.999999E+01        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     3.125E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1970E-03   CUM. WATER ENTERED:        1.4616E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.1472E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.4716E+01
 WATER BALANCE ERROR %:  -1.6878E+00   NUMBER OF TIME STEPS :        1115


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000050E+01        2.698332E-01
         3    1    4.50        -2.000114E+01        2.698312E-01
         4    1    6.50        -2.000193E+01        2.698287E-01
         5    1    8.50        -2.000292E+01        2.698256E-01
         6    1   10.50        -2.000415E+01        2.698218E-01
         7    1   12.50        -2.000567E+01        2.698170E-01
         8    1   14.50        -2.000756E+01        2.698111E-01
         9    1   16.50        -2.000990E+01        2.698038E-01
        10    1   18.50        -2.001278E+01        2.697948E-01
        11    1   20.50        -2.001634E+01        2.697837E-01
        12    1   22.50        -2.002073E+01        2.697699E-01
        13    1   24.50        -2.002613E+01        2.697530E-01
        14    1   26.50        -2.003279E+01        2.697321E-01
        15    1   28.50        -2.004099E+01        2.697064E-01
        16    1   30.50        -2.005107E+01        2.696748E-01
        17    1   32.50        -2.006348E+01        2.696358E-01
        18    1   34.50        -2.007875E+01        2.695877E-01
        19    1   36.50        -2.009754E+01        2.695284E-01
        20    1   38.50        -2.012068E+01        2.694552E-01
        21    1   40.50        -2.014915E+01        2.693648E-01
        22    1   42.50        -2.018424E+01        2.692532E-01
        23    1   44.50        -2.022748E+01        2.691149E-01
        24    1   46.50        -2.028082E+01        2.689433E-01
        25    1   48.50        -2.034669E+01        2.687301E-01
        26    1   50.50        -2.042814E+01        2.684642E-01
        27    1   52.50        -2.052903E+01        2.681315E-01
        28    1   54.50        -2.065426E+01        2.677134E-01
        29    1   56.50        -2.081010E+01        2.671852E-01
        30    1   58.50        -2.100468E+01        2.665132E-01
        31    1   60.50        -2.124862E+01        2.656512E-01
        32    1   62.50        -2.155604E+01        2.645341E-01
        33    1   64.50        -2.194599E+01        2.630677E-01
        34    1   66.50        -2.244476E+01        2.611123E-01
        35    1   68.50        -2.308947E+01        2.584537E-01
        36    1   70.50        -2.393431E+01        2.547521E-01
        37    1   72.50        -2.506120E+01        2.494491E-01
        38    1   74.50        -2.659990E+01        2.415960E-01
        39    1   76.50        -2.876766E+01        2.295552E-01
        40    1   78.50        -3.195411E+01        2.106004E-01
        41    1   80.50        -3.691297E+01        1.811302E-01
        42    1   82.50        -4.512813E+01        1.410307E-01
        43    1   84.50        -5.842663E+01        1.046616E-01
        44    1   86.50        -7.559345E+01        8.674573E-02
        45    1   88.50        -8.991677E+01        8.107567E-02
        46    1   90.50        -9.687477E+01        7.955619E-02
        47    1   92.50        -9.915231E+01        7.916350E-02
        48    1   94.50        -9.977990E+01        7.906272E-02
        49    1   96.50        -9.994358E+01        7.903694E-02
        50    1   98.50        -9.998559E+01        7.903035E-02
        51    1  100.50        -9.999633E+01        7.902867E-02
        52    1  102.50        -9.999906E+01        7.902825E-02
        53    1  104.50        -9.999976E+01        7.902814E-02
        54    1  106.50        -9.999994E+01        7.902811E-02
        55    1  108.50        -9.999998E+01        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     3.182E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1968E-03   CUM. WATER ENTERED:        1.4856E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.1682E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.4956E+01
 WATER BALANCE ERROR %:  -1.6605E+00   NUMBER OF TIME STEPS :        1126


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000044E+01        2.698334E-01
         3    1    4.50        -2.000100E+01        2.698316E-01
         4    1    6.50        -2.000170E+01        2.698295E-01
         5    1    8.50        -2.000257E+01        2.698267E-01
         6    1   10.50        -2.000365E+01        2.698234E-01
         7    1   12.50        -2.000499E+01        2.698192E-01
         8    1   14.50        -2.000665E+01        2.698140E-01
         9    1   16.50        -2.000870E+01        2.698076E-01
        10    1   18.50        -2.001124E+01        2.697996E-01
        11    1   20.50        -2.001437E+01        2.697898E-01
        12    1   22.50        -2.001823E+01        2.697778E-01
        13    1   24.50        -2.002298E+01        2.697629E-01
        14    1   26.50        -2.002884E+01        2.697445E-01
        15    1   28.50        -2.003604E+01        2.697220E-01
        16    1   30.50        -2.004491E+01        2.696941E-01
        17    1   32.50        -2.005581E+01        2.696599E-01
        18    1   34.50        -2.006924E+01        2.696176E-01
        19    1   36.50        -2.008575E+01        2.695656E-01
        20    1   38.50        -2.010607E+01        2.695014E-01
        21    1   40.50        -2.013108E+01        2.694222E-01
        22    1   42.50        -2.016187E+01        2.693244E-01
        23    1   44.50        -2.019981E+01        2.692034E-01
        24    1   46.50        -2.024658E+01        2.690535E-01
        25    1   48.50        -2.030430E+01        2.688675E-01
        26    1   50.50        -2.037560E+01        2.686360E-01
        27    1   52.50        -2.046382E+01        2.683470E-01
        28    1   54.50        -2.057315E+01        2.679849E-01
        29    1   56.50        -2.070898E+01        2.675290E-01
        30    1   58.50        -2.087819E+01        2.669516E-01
        31    1   60.50        -2.108975E+01        2.662150E-01
        32    1   62.50        -2.135543E+01        2.652669E-01
        33    1   64.50        -2.169098E+01        2.640328E-01
        34    1   66.50        -2.211779E+01        2.624042E-01
        35    1   68.50        -2.266562E+01        2.602180E-01
        36    1   70.50        -2.337699E+01        2.572213E-01
        37    1   72.50        -2.431468E+01        2.530075E-01
        38    1   74.50        -2.557521E+01        2.469000E-01
        39    1   76.50        -2.731434E+01        2.377390E-01
        40    1   78.50        -2.979928E+01        2.235295E-01
        41    1   80.50        -3.352331E+01        2.011000E-01
        42    1   82.50        -3.946427E+01        1.671824E-01
        43    1   84.50        -4.942358E+01        1.258549E-01
        44    1   86.50        -6.462954E+01        9.585246E-02
        45    1   88.50        -8.167757E+01        8.377303E-02
        46    1   90.50        -9.329597E+01        8.027037E-02
        47    1   92.50        -9.804662E+01        7.934868E-02
        48    1   94.50        -9.948011E+01        7.911048E-02
        49    1   96.50        -9.986552E+01        7.904921E-02
        50    1   98.50        -9.996553E+01        7.903350E-02
        51    1  100.50        -9.999119E+01        7.902948E-02
        52    1  102.50        -9.999775E+01        7.902845E-02
        53    1  104.50        -9.999943E+01        7.902819E-02
        54    1  106.50        -9.999985E+01        7.902812E-02
        55    1  108.50        -9.999996E+01        7.902811E-02
        56    1  110.50        -9.999999E+01        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     3.243E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1967E-03   CUM. WATER ENTERED:        1.5112E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.1906E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.5211E+01
 WATER BALANCE ERROR %:  -1.6324E+00   NUMBER OF TIME STEPS :        1140


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000039E+01        2.698336E-01
         3    1    4.50        -2.000087E+01        2.698320E-01
         4    1    6.50        -2.000148E+01        2.698301E-01
         5    1    8.50        -2.000224E+01        2.698278E-01
         6    1   10.50        -2.000318E+01        2.698248E-01
         7    1   12.50        -2.000435E+01        2.698212E-01
         8    1   14.50        -2.000580E+01        2.698167E-01
         9    1   16.50        -2.000759E+01        2.698111E-01
        10    1   18.50        -2.000980E+01        2.698041E-01
        11    1   20.50        -2.001252E+01        2.697956E-01
        12    1   22.50        -2.001589E+01        2.697851E-01
        13    1   24.50        -2.002003E+01        2.697721E-01
        14    1   26.50        -2.002513E+01        2.697562E-01
        15    1   28.50        -2.003141E+01        2.697365E-01
        16    1   30.50        -2.003913E+01        2.697123E-01
        17    1   32.50        -2.004863E+01        2.696824E-01
        18    1   34.50        -2.006032E+01        2.696457E-01
        19    1   36.50        -2.007470E+01        2.696004E-01
        20    1   38.50        -2.009239E+01        2.695446E-01
        21    1   40.50        -2.011415E+01        2.694758E-01
        22    1   42.50        -2.014094E+01        2.693909E-01
        23    1   44.50        -2.017393E+01        2.692860E-01
        24    1   46.50        -2.021457E+01        2.691562E-01
        25    1   48.50        -2.026468E+01        2.689953E-01
        26    1   50.50        -2.032653E+01        2.687955E-01
        27    1   52.50        -2.040297E+01        2.685466E-01
        28    1   54.50        -2.049758E+01        2.682356E-01
        29    1   56.50        -2.061492E+01        2.678454E-01
        30    1   58.50        -2.076079E+01        2.673533E-01
        31    1   60.50        -2.094269E+01        2.667288E-01
        32    1   62.50        -2.117040E+01        2.659299E-01
        33    1   64.50        -2.145684E+01        2.648983E-01
        34    1   66.50        -2.181933E+01        2.635500E-01
        35    1   68.50        -2.228163E+01        2.617616E-01
        36    1   70.50        -2.287704E+01        2.593458E-01
        37    1   72.50        -2.365362E+01        2.560088E-01
        38    1   74.50        -2.468323E+01        2.512726E-01
        39    1   76.50        -2.607805E+01        2.443328E-01
        40    1   78.50        -2.802262E+01        2.338020E-01
        41    1   80.50        -3.084125E+01        2.173173E-01
        42    1   82.50        -3.514999E+01        1.913682E-01
        43    1   84.50        -4.218897E+01        1.537186E-01
        44    1   86.50        -5.394331E+01        1.136789E-01
        45    1   88.50        -7.055468E+01        9.017127E-02
        46    1   90.50        -8.653173E+01        8.203965E-02
        47    1   92.50        -9.553008E+01        7.980961E-02
        48    1   94.50        -9.875020E+01        7.922969E-02
        49    1   96.50        -9.967110E+01        7.907998E-02
        50    1   98.50        -9.991507E+01        7.904142E-02
        51    1  100.50        -9.997821E+01        7.903151E-02
        52    1  102.50        -9.999443E+01        7.902897E-02
        53    1  104.50        -9.999858E+01        7.902832E-02
        54    1  106.50        -9.999964E+01        7.902816E-02
        55    1  108.50        -9.999991E+01        7.902811E-02
        56    1  110.50        -9.999998E+01        7.902810E-02
        57    1  112.50        -9.999999E+01        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     3.307E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1966E-03   CUM. WATER ENTERED:        1.5382E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.2142E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.5481E+01
 WATER BALANCE ERROR %:  -1.6038E+00   NUMBER OF TIME STEPS :        1148


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000033E+01        2.698337E-01
         3    1    4.50        -2.000076E+01        2.698324E-01
         4    1    6.50        -2.000128E+01        2.698308E-01
         5    1    8.50        -2.000194E+01        2.698287E-01
         6    1   10.50        -2.000275E+01        2.698262E-01
         7    1   12.50        -2.000376E+01        2.698230E-01
         8    1   14.50        -2.000502E+01        2.698191E-01
         9    1   16.50        -2.000657E+01        2.698142E-01
        10    1   18.50        -2.000848E+01        2.698083E-01
        11    1   20.50        -2.001084E+01        2.698009E-01
        12    1   22.50        -2.001375E+01        2.697918E-01
        13    1   24.50        -2.001734E+01        2.697806E-01
        14    1   26.50        -2.002175E+01        2.697667E-01
        15    1   28.50        -2.002719E+01        2.697497E-01
        16    1   30.50        -2.003387E+01        2.697288E-01
        17    1   32.50        -2.004209E+01        2.697030E-01
        18    1   34.50        -2.005220E+01        2.696712E-01
        19    1   36.50        -2.006464E+01        2.696321E-01
        20    1   38.50        -2.007993E+01        2.695839E-01
        21    1   40.50        -2.009874E+01        2.695246E-01
        22    1   42.50        -2.012189E+01        2.694514E-01
        23    1   44.50        -2.015038E+01        2.693610E-01
        24    1   46.50        -2.018546E+01        2.692492E-01
        25    1   48.50        -2.022869E+01        2.691110E-01
        26    1   50.50        -2.028201E+01        2.689395E-01
        27    1   52.50        -2.034784E+01        2.687263E-01
        28    1   54.50        -2.042922E+01        2.684607E-01
        29    1   56.50        -2.053000E+01        2.681283E-01
        30    1   58.50        -2.065506E+01        2.677108E-01
        31    1   60.50        -2.081067E+01        2.671832E-01
        32    1   62.50        -2.100493E+01        2.665123E-01
        33    1   64.50        -2.124842E+01        2.656519E-01
        34    1   66.50        -2.155523E+01        2.645370E-01
        35    1   68.50        -2.194433E+01        2.630740E-01
        36    1   70.50        -2.244192E+01        2.611236E-01
        37    1   72.50        -2.308500E+01        2.584726E-01
        38    1   74.50        -2.392753E+01        2.547828E-01
        39    1   76.50        -2.505111E+01        2.494983E-01
        40    1   78.50        -2.658497E+01        2.416753E-01
        41    1   80.50        -2.874551E+01        2.296829E-01
