                        ********************************
*     UNIVERSITY OF BOLO********************************




                        PROGRAM RICHARDS
                        ****************


  INFILTRATION IN HOMOGENEOUS COLUMN OF SAND                                    



    NUMBER OF NODES                 (NNODE)...: 60
    NUMBER OF SOIL MATERIALS        (NMAT)....:  4
    NUMBER OF LAYERS (NLAY)....:  1
    KODE   OF SOLUTION METHOD (KODE)....:  4
    KODE   FOR RESTART READING      (KREST)...:  0
    KODE   FOR BOUNDARY CONDITIONS  (KBOUN)...:  0
    KODE FOR COMP.INTEBLOCK COND.   (KBLOCK)..:  4


                             SOIL PARAMETERS
                             ***************

    IM   KS(IM)     PA(IM)   ALFA(IM)  BETA(IM)  GAMMA(IM) TETAS(IM) TETAR(IM)
        35    1   68.50        -1.000000E+02        7.902810E-02
        36    1   70.50        -1.000000E+02        7.902810E-02
        37    1   72.50        -1.000000E+02        7.902810E-02
        38    1   74.50        -1.000000E+02        7.902810E-02
        39    1   76.50        -1.000000E+02        7.902810E-02
        40    1   78.50        -1.000000E+02        7.902810E-02
        41    1   80.50        -1.000000E+02        7.902810E-02
        42    1   82.50        -1.000000E+02        7.902810E-02
        43    1   84.50        -1.000000E+02        7.902810E-02
        44    1   86.50        -1.000000E+02        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     6.047E+02      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.6012E-03   CUM. WATER ENTERED:        3.8862E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            2.2203E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.3995E+01
 WATER BALANCE ERROR %:  -6.3247E+00   NUMBER OF TIME STEPS :         330


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.019320E+01        2.692245E-01
         3    1    4.50        -2.044022E+01        2.684246E-01
         4    1    6.50        -2.075653E+01        2.673678E-01
         5    1    8.50        -2.116330E+01        2.659551E-01
         6    1   10.50        -2.169008E+01        2.640362E-01
         7    1   12.50        -2.237945E+01        2.613733E-01
         8    1   14.50        -2.329507E+01        2.575753E-01
         9    1   16.50        -2.453641E+01        2.519690E-01
        10    1   18.50        -2.626795E+01        2.433452E-01
        11    1   20.50        -2.878171E+01        2.294743E-01
        12    1   22.50        -3.264644E+01        2.064052E-01
        13    1   24.50        -3.909642E+01        1.691190E-01
        14    1   26.50        -5.069959E+01        1.220559E-01
        15    1   28.50        -6.897149E+01        9.148693E-02
        16    1   30.50        -8.743625E+01        8.176471E-02
        17    1   32.50        -9.673805E+01        7.958119E-02
        18    1   34.50        -9.932155E+01        7.913602E-02
        19    1   36.50        -9.986975E+01        7.904855E-02
        20    1   38.50        -9.997594E+01        7.903187E-02
        21    1   40.50        -9.999568E+01        7.902878E-02
        22    1   42.50        -9.999925E+01        7.902822E-02
        23    1   44.50        -9.999987E+01        7.902812E-02
        24    1   46.50        -9.999998E+01        7.902810E-02
        25    1   48.50        -1.000000E+02        7.902810E-02
        26    1   50.50        -1.000000E+02        7.902810E-02
        27    1   52.50        -1.000000E+02        7.902810E-02
        28    1   54.50        -1.000000E+02        7.902810E-02
        29    1   56.50        -1.000000E+02        7.902810E-02
        30    1   58.50        -1.000000E+02        7.902810E-02
        31    1   60.50        -1.000000E+02        7.902810E-02
        32    1   62.50        -1.000000E+02        7.902810E-02
        33    1   64.50        -1.000000E+02        7.902810E-02
        34    1   66.50        -1.000000E+02        7.902810E-02
        35    1   68.50        -1.000000E+02        7.902810E-02
        36    1   70.50        -1.000000E+02        7.902810E-02
        37    1   72.50        -1.000000E+02        7.902810E-02
        38    1   74.50        -1.000000E+02        7.902810E-02
        39    1   76.50        -1.000000E+02        7.902810E-02
        40    1   78.50        -1.000000E+02        7.902810E-02
        41    1   80.50        -1.000000E+02        7.902810E-02
        42    1   82.50        -1.000000E+02        7.902810E-02
        43    1   84.50        -1.000000E+02        7.902810E-02
        44    1   86.50        -1.000000E+02        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     6.602E+02      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.5426E-03   CUM. WATER ENTERED:        4.1396E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            2.4240E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.4248E+01
 WATER BALANCE ERROR %:  -5.9429E+00   NUMBER OF TIME STEPS :         340


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.016524E+01        2.693137E-01
         3    1    4.50        -2.037596E+01        2.686348E-01
         4    1    6.50        -2.064485E+01        2.677451E-01
         5    1    8.50        -2.098897E+01        2.665679E-01
         6    1   10.50        -2.143175E+01        2.649898E-01
         7    1   12.50        -2.200621E+01        2.628363E-01
         8    1   14.50        -2.276035E+01        2.598291E-01
         9    1   16.50        -2.376673E+01        2.555055E-01
        10    1   18.50        -2.514031E+01        2.490619E-01
        11    1   20.50        -2.707436E+01        2.390481E-01
        12    1   22.50        -2.991951E+01        2.228182E-01
        13    1   24.50        -3.437693E+01        1.959682E-01
        14    1   26.50        -4.199186E+01        1.546386E-01
        15    1   28.50        -5.546032E+01        1.103262E-01
        16    1   30.50        -7.458023E+01        8.735289E-02
        17    1   32.50        -9.078793E+01        8.085435E-02
        18    1   34.50        -9.770987E+01        7.940709E-02
        19    1   36.50        -9.951789E+01        7.910442E-02
        20    1   38.50        -9.990468E+01        7.904305E-02
        21    1   40.50        -9.998179E+01        7.903095E-02
        22    1   42.50        -9.999662E+01        7.902863E-02
        23    1   44.50        -9.999939E+01        7.902820E-02
        24    1   46.50        -9.999989E+01        7.902812E-02
        25    1   48.50        -9.999998E+01        7.902810E-02
        26    1   50.50        -1.000000E+02        7.902810E-02
        27    1   52.50        -1.000000E+02        7.902810E-02
        28    1   54.50        -1.000000E+02        7.902810E-02
        29    1   56.50        -1.000000E+02        7.902810E-02
        30    1   58.50        -1.000000E+02        7.902810E-02
        31    1   60.50        -1.000000E+02        7.902810E-02
        32    1   62.50        -1.000000E+02        7.902810E-02
        33    1   64.50        -1.000000E+02        7.902810E-02
        34    1   66.50        -1.000000E+02        7.902810E-02
        35    1   68.50        -1.000000E+02        7.902810E-02
        36    1   70.50        -1.000000E+02        7.902810E-02
        37    1   72.50        -1.000000E+02        7.902810E-02
        38    1   74.50        -1.000000E+02        7.902810E-02
        39    1   76.50        -1.000000E+02        7.902810E-02
        40    1   78.50        -1.000000E+02        7.902810E-02
        41    1   80.50        -1.000000E+02        7.902810E-02
        42    1   82.50        -1.000000E+02        7.902810E-02
        43    1   84.50        -1.000000E+02        7.902810E-02
        44    1   86.50        -1.000000E+02        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     7.209E+02      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.4888E-03   CUM. WATER ENTERED:        4.4134E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            2.6467E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.4522E+01
 WATER BALANCE ERROR %:  -5.5781E+00   NUMBER OF TIME STEPS :         358


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.013963E+01        2.693951E-01
         3    1    4.50        -2.031727E+01        2.688255E-01
         4    1    6.50        -2.054322E+01        2.680844E-01
         5    1    8.50        -2.083114E+01        2.671132E-01
         6    1   10.50        -2.119949E+01        2.658265E-01
         7    1   12.50        -2.167374E+01        2.640972E-01
         8    1   14.50        -2.229004E+01        2.617284E-01
         9    1   16.50        -2.310137E+01        2.584032E-01
        10    1   18.50        -2.418859E+01        2.535911E-01
        11    1   20.50        -2.568139E+01        2.463638E-01
        12    1   22.50        -2.780116E+01        2.350442E-01
        13    1   24.50        -3.095760E+01        2.166180E-01
        14    1   26.50        -3.599025E+01        1.864385E-01
        15    1   28.50        -4.475915E+01        1.425178E-01
        16    1   30.50        -5.984953E+01        1.023131E-01
        17    1   32.50        -7.919404E+01        8.486105E-02
        18    1   34.50        -9.313738E+01        8.030511E-02
        19    1   36.50        -9.834492E+01        7.929773E-02
        20    1   38.50        -9.964769E+01        7.908370E-02
        21    1   40.50        -9.992862E+01        7.903929E-02
        22    1   42.50        -9.998597E+01        7.903030E-02
        23    1   44.50        -9.999731E+01        7.902852E-02
        24    1   46.50        -9.999950E+01        7.902818E-02
        25    1   48.50        -9.999991E+01        7.902811E-02
        26    1   50.50        -9.999998E+01        7.902810E-02
        27    1   52.50        -1.000000E+02        7.902810E-02
        28    1   54.50        -1.000000E+02        7.902810E-02
        29    1   56.50        -1.000000E+02        7.902810E-02
        30    1   58.50        -1.000000E+02        7.902810E-02
        31    1   60.50        -1.000000E+02        7.902810E-02
        32    1   62.50        -1.000000E+02        7.902810E-02
        33    1   64.50        -1.000000E+02        7.902810E-02
        34    1   66.50        -1.000000E+02        7.902810E-02
        35    1   68.50        -1.000000E+02        7.902810E-02
        36    1   70.50        -1.000000E+02        7.902810E-02
        37    1   72.50        -1.000000E+02        7.902810E-02
        38    1   74.50        -1.000000E+02        7.902810E-02
        39    1   76.50        -1.000000E+02        7.902810E-02
        40    1   78.50        -1.000000E+02        7.902810E-02
        41    1   80.50        -1.000000E+02        7.902810E-02
        42    1   82.50        -1.000000E+02        7.902810E-02
        43    1   84.50        -1.000000E+02        7.902810E-02
        44    1   86.50        -1.000000E+02        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     7.803E+02      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.4455E-03   CUM. WATER ENTERED:        4.6788E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            2.8650E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.4787E+01
 WATER BALANCE ERROR %:  -5.2642E+00   NUMBER OF TIME STEPS :         382


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.011895E+01        2.694607E-01
         3    1    4.50        -2.026999E+01        2.689782E-01
         4    1    6.50        -2.046164E+01        2.683542E-01
         5    1    8.50        -2.070504E+01        2.675423E-01
         6    1   10.50        -2.101504E+01        2.664770E-01
         7    1   12.50        -2.141183E+01        2.650624E-01
         8    1   14.50        -2.192346E+01        2.631539E-01
         9    1   16.50        -2.259005E+01        2.605259E-01
        10    1   18.50        -2.347098E+01        2.568122E-01
        11    1   20.50        -2.465791E+01        2.513932E-01
        12    1   22.50        -2.629995E+01        2.431778E-01
        13    1   24.50        -2.865624E+01        2.301966E-01
        14    1   26.50        -3.221721E+01        2.090065E-01
        15    1   28.50        -3.801077E+01        1.749858E-01
        16    1   30.50        -4.823009E+01        1.296904E-01
        17    1   32.50        -6.486155E+01        9.558718E-02
        18    1   34.50        -8.361980E+01        8.302292E-02
        19    1   36.50        -9.503300E+01        7.990768E-02
        20    1   38.50        -9.882860E+01        7.921668E-02
        21    1   40.50        -9.974829E+01        7.906773E-02
        22    1   42.50        -9.994797E+01        7.903625E-02
        23    1   44.50        -9.998952E+01        7.902974E-02
        24    1   46.50        -9.999794E+01        7.902842E-02
        25    1   48.50        -9.999960E+01        7.902816E-02
        26    1   50.50        -9.999993E+01        7.902811E-02
        27    1   52.50        -9.999999E+01        7.902810E-02
        28    1   54.50        -1.000000E+02        7.902810E-02
        29    1   56.50        -1.000000E+02        7.902810E-02
        30    1   58.50        -1.000000E+02        7.902810E-02
        31    1   60.50        -1.000000E+02        7.902810E-02
        32    1   62.50        -1.000000E+02        7.902810E-02
        33    1   64.50        -1.000000E+02        7.902810E-02
        34    1   66.50        -1.000000E+02        7.902810E-02
        35    1   68.50        -1.000000E+02        7.902810E-02
        36    1   70.50        -1.000000E+02        7.902810E-02
        37    1   72.50        -1.000000E+02        7.902810E-02
        38    1   74.50        -1.000000E+02        7.902810E-02
        39    1   76.50        -1.000000E+02        7.902810E-02
        40    1   78.50        -1.000000E+02        7.902810E-02
        41    1   80.50        -1.000000E+02        7.902810E-02
        42    1   82.50        -1.000000E+02        7.902810E-02
        43    1   84.50        -1.000000E+02        7.902810E-02
        44    1   86.50        -1.000000E+02        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     8.403E+02      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.4088E-03   CUM. WATER ENTERED:        4.9444E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            3.0853E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.5053E+01
 WATER BALANCE ERROR %:  -4.9833E+00   NUMBER OF TIME STEPS :         413


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.010146E+01        2.695160E-01
         3    1    4.50        -2.023011E+01        2.691064E-01
         4    1    6.50        -2.039299E+01        2.685793E-01
         5    1    8.50        -2.059926E+01        2.678978E-01
         6    1   10.50        -2.086100E+01        2.670107E-01
         7    1   12.50        -2.119436E+01        2.658448E-01
         8    1   14.50        -2.162144E+01        2.642920E-01
         9    1   16.50        -2.217315E+01        2.621881E-01
        10    1   18.50        -2.289408E+01        2.592748E-01
        11    1   20.50        -2.385091E+01        2.551282E-01
        12    1   22.50        -2.514786E+01        2.490248E-01
        13    1   24.50        -2.695714E+01        2.396826E-01
        14    1   26.50        -2.958423E+01        2.247975E-01
        15    1   28.50        -3.362231E+01        2.005027E-01
        16    1   30.50        -4.034403E+01        1.626622E-01
        17    1   32.50        -5.223572E+01        1.178709E-01
        18    1   34.50        -7.021286E+01        9.044440E-02
        19    1   36.50        -8.765692E+01        8.169965E-02
        20    1   38.50        -9.653670E+01        7.961832E-02
        21    1   40.50        -9.919796E+01        7.915606E-02
        22    1   42.50        -9.982643E+01        7.905537E-02
        23    1   44.50        -9.996357E+01        7.903380E-02
        24    1   46.50        -9.999253E+01        7.902927E-02
        25    1   48.50        -9.999850E+01        7.902833E-02
        26    1   50.50        -9.999970E+01        7.902815E-02
        27    1   52.50        -9.999994E+01        7.902811E-02
        28    1   54.50        -9.999999E+01        7.902810E-02
        29    1   56.50        -1.000000E+02        7.902810E-02
        30    1   58.50        -1.000000E+02        7.902810E-02
        31    1   60.50        -1.000000E+02        7.902810E-02
        32    1   62.50        -1.000000E+02        7.902810E-02
        33    1   64.50        -1.000000E+02        7.902810E-02
        34    1   66.50        -1.000000E+02        7.902810E-02
        35    1   68.50        -1.000000E+02        7.902810E-02
        36    1   70.50        -1.000000E+02        7.902810E-02
        37    1   72.50        -1.000000E+02        7.902810E-02
        38    1   74.50        -1.000000E+02        7.902810E-02
        39    1   76.50        -1.000000E+02        7.902810E-02
        40    1   78.50        -1.000000E+02        7.902810E-02
        41    1   80.50        -1.000000E+02        7.902810E-02
        42    1   82.50        -1.000000E+02        7.902810E-02
        43    1   84.50        -1.000000E+02        7.902810E-02
        44    1   86.50        -1.000000E+02        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     9.008E+02      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.3779E-03   CUM. WATER ENTERED:        5.2097E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            3.3071E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.5318E+01
 WATER BALANCE ERROR %:  -4.7308E+00   NUMBER OF TIME STEPS :         444


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.008673E+01        2.695625E-01
         3    1    4.50        -2.019654E+01        2.692139E-01
         4    1    6.50        -2.033534E+01        2.687669E-01
         5    1    8.50        -2.051070E+01        2.681922E-01
         6    1   10.50        -2.073254E+01        2.674492E-01
         7    1   12.50        -2.101394E+01        2.664808E-01
         8    1   14.50        -2.137256E+01        2.652049E-01
         9    1   16.50        -2.183264E+01        2.634996E-01
        10    1   18.50        -2.242839E+01        2.611778E-01
        11    1   20.50        -2.320959E+01        2.579423E-01
        12    1   22.50        -2.425150E+01        2.533006E-01
        13    1   24.50        -2.567335E+01        2.464045E-01
        14    1   26.50        -2.767553E+01        2.357445E-01
        15    1   28.50        -3.062123E+01        2.186371E-01
        16    1   30.50        -3.523483E+01        1.908668E-01
        17    1   32.50        -4.309181E+01        1.496156E-01
        18    1   34.50        -5.675167E+01        1.077237E-01
        19    1   36.50        -7.550525E+01        8.679713E-02
        20    1   38.50        -9.093831E+01        8.081715E-02
        21    1   40.50        -9.760592E+01        7.942532E-02
        22    1   42.50        -9.945183E+01        7.911502E-02
        23    1   44.50        -9.988056E+01        7.904684E-02
        24    1   46.50        -9.997461E+01        7.903208E-02
        25    1   48.50        -9.999471E+01        7.902893E-02
        26    1   50.50        -9.999892E+01        7.902827E-02
        27    1   52.50        -9.999978E+01        7.902813E-02
        28    1   54.50        -9.999996E+01        7.902811E-02
        29    1   56.50        -9.999999E+01        7.902810E-02
        30    1   58.50        -1.000000E+02        7.902810E-02
        31    1   60.50        -1.000000E+02        7.902810E-02
        32    1   62.50        -1.000000E+02        7.902810E-02
        33    1   64.50        -1.000000E+02        7.902810E-02
        34    1   66.50        -1.000000E+02        7.902810E-02
        35    1   68.50        -1.000000E+02        7.902810E-02
        36    1   70.50        -1.000000E+02        7.902810E-02
        37    1   72.50        -1.000000E+02        7.902810E-02
        38    1   74.50        -1.000000E+02        7.902810E-02
        39    1   76.50        -1.000000E+02        7.902810E-02
        40    1   78.50        -1.000000E+02        7.902810E-02
        41    1   80.50        -1.000000E+02        7.902810E-02
        42    1   82.50        -1.000000E+02        7.902810E-02
        43    1   84.50        -1.000000E+02        7.902810E-02
        44    1   86.50        -1.000000E+02        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     9.647E+02      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.3505E-03   CUM. WATER ENTERED:        5.4886E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            3.5418E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.5596E+01
 WATER BALANCE ERROR %:  -4.4914E+00   NUMBER OF TIME STEPS :         464


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.007371E+01        2.696035E-01
         3    1    4.50        -2.016693E+01        2.693083E-01
         4    1    6.50        -2.028458E+01        2.689312E-01
         5    1    8.50        -2.043292E+01        2.684485E-01
         6    1   10.50        -2.062007E+01        2.678282E-01
         7    1   12.50        -2.085666E+01        2.670256E-01
         8    1   14.50        -2.115679E+01        2.659782E-01
         9    1   16.50        -2.153956E+01        2.645948E-01
        10    1   18.50        -2.203138E+01        2.627392E-01
        11    1   20.50        -2.266976E+01        2.602010E-01
        12    1   22.50        -2.350975E+01        2.566426E-01
        13    1   24.50        -2.463539E+01        2.515003E-01
        14    1   26.50        -2.618152E+01        2.437958E-01
        15    1   28.50        -2.837826E+01        2.317873E-01
        16    1   30.50        -3.165065E+01        2.124370E-01
        17    1   32.50        -3.686338E+01        1.814123E-01
        18    1   34.50        -4.587082E+01        1.381282E-01
        19    1   36.50        -6.096689E+01        1.006171E-01
        20    1   38.50        -7.974260E+01        8.460720E-02
        21    1   40.50        -9.311536E+01        8.030995E-02
        22    1   42.50        -9.824330E+01        7.931500E-02
        23    1   44.50        -9.959866E+01        7.909151E-02
        24    1   46.50        -9.991176E+01        7.904194E-02
        25    1   48.50        -9.998099E+01        7.903108E-02
        26    1   50.50        -9.999597E+01        7.902873E-02
        27    1   52.50        -9.999916E+01        7.902823E-02
        28    1   54.50        -9.999983E+01        7.902813E-02
        29    1   56.50        -9.999997E+01        7.902810E-02
        30    1   58.50        -9.999999E+01        7.902810E-02
        31    1   60.50        -1.000000E+02        7.902810E-02
        32    1   62.50        -1.000000E+02        7.902810E-02
        33    1   64.50        -1.000000E+02        7.902810E-02
        34    1   66.50        -1.000000E+02        7.902810E-02
        35    1   68.50        -1.000000E+02        7.902810E-02
        36    1   70.50        -1.000000E+02        7.902810E-02
        37    1   72.50        -1.000000E+02        7.902810E-02
        38    1   74.50        -1.000000E+02        7.902810E-02
        39    1   76.50        -1.000000E+02        7.902810E-02
        40    1   78.50        -1.000000E+02        7.902810E-02
        41    1   80.50        -1.000000E+02        7.902810E-02
        42    1   82.50        -1.000000E+02        7.902810E-02
        43    1   84.50        -1.000000E+02        7.902810E-02
        44    1   86.50        -1.000000E+02        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     1.020E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.3306E-03   CUM. WATER ENTERED:        5.7290E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            3.7452E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.5837E+01
 WATER BALANCE ERROR %:  -4.3035E+00   NUMBER OF TIME STEPS :         478


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.006422E+01        2.696334E-01
         3    1    4.50        -2.014537E+01        2.693769E-01
         4    1    6.50        -2.024767E+01        2.690500E-01
